订单ID,用户ID,商品名称,包装规格,单价(元),数量(个),订单金额(元),下单时间,消费城市级别,支付方式,优惠方式,优惠金额(元),实际支付(元),库存剩余(件),商品评分,是否复购,客户年龄段
3997493,700797,麻婆豆腐,200g,42.11,8,336.88,2024/7/21 5:08,新一线,银行卡,满减,12,324.88,8583,37,1,25-34
7756429,148875,麻婆豆腐,500g,25.93,8,207.44,2024/7/5 18:26,新一线,支付宝,会员折扣,1,206.44,6295,49,0,18-24
1427786,341431,凉拌黄瓜,600g,23.85,10,238.5,2024/6/4 9:13,二线,支付宝,满减,0,238.5,5323,24,0,45-54
3817825,989867,麻婆豆腐,400g,23.88,0,0,2024/6/27 8:09,新一线,支付宝,会员折扣,0,0,61,47,1,45-54
3817825,989867,麻婆豆腐,400g,28.09,3,84.27,2024/6/27 8:09,三线,支付宝,满减,21,63.27,61,47,0,25-34
1821082,700703,清蒸鲈鱼,500g,36.54,9,328.86,2024/6/9 10:27,三线,余额,秒杀,3,325.86,2897,43,1,25-34
1821082,700703,清蒸鲈鱼,500g,48.44,7,339.08,2024/6/9 10:27,三线,余额,无,0,339.08,2897,43,1,45-54
3920052,340990,螺蛳粉,200g,33.82,1,33.82,2024/2/11 8:10,三线,支付宝,满减,1,32.82,4542,41,1,35-44
8468750,893622,糖醋里脊,200g,32.39,0,0,2024/10/20 6:45,新一线,支付宝,无,0,0,6017,43,1,25-34
5839094,739586,回锅肉,1000g,16.21,3,48.63,2024/4/2 17:41,二线,云闪付,平台券,0,48.63,5548,44,1,35-44
4729245,924335,回锅肉,300g,44.47,3,133.41,2024/5/7 1:21,三线,云闪付,满减,5,128.41,3808,37,0,25-34
4957142,386274,番茄炒蛋,500g,24.93,2,49.86,2024/2/11 23:27,一线,支付宝,满减,0,49.86,3392,43,1,18-24
5839094,739586,回锅肉,1000g,38.64,7,270.48,2024/4/2 17:41,新一线,云闪付,秒杀,7,263.48,5548,44,1,25-34
8865299,930437,凉拌黄瓜,600g,11.08,0,0,2024/4/25 14:03,三线,银行卡,秒杀,0,0,4693,34,0,18-24
7787136,381569,螺蛳粉,200g,36.88,8,295.04,2024/3/30 7:16,新一线,余额,店铺券,1,294.04,1943,14,0,45-54
8468750,893622,糖醋里脊,200g,10.79,4,43.16,2024/10/20 6:45,新一线,支付宝,秒杀,1,42.16,6017,43,1,25-34
8468750,893622,糖醋里脊,200g,14.16,5,70.8,2024/10/20 6:45,二线,支付宝,无,0,70.8,6017,43,0,18-24
4729245,924335,回锅肉,300g,36.11,1,36.11,2024/5/7 1:21,三线,云闪付,满减,0,36.11,3808,37,0,18-24
8468750,893622,糖醋里脊,200g,13.98,7,97.86,2024/10/20 6:45,三线,支付宝,无,0,97.86,6017,43,1,18-24
8865299,930437,凉拌黄瓜,600g,21.73,4,86.92,2024/4/25 14:03,新一线,银行卡,会员折扣,1,85.92,4693,34,0,18-24
5839094,739586,回锅肉,1000g,11.06,10,110.6,2024/4/2 17:41,一线,云闪付,无,0,110.6,5548,44,1,18-24
8468750,893622,糖醋里脊,200g,33.32,6,199.92,2024/10/20 6:45,一线,支付宝,平台券,4,195.92,6017,43,0,18-24
2472899,860150,麻婆豆腐,300g,21.78,3,65.34,2024/10/22 1:50,二线,微信,店铺券,0,65.34,8987,30,0,18-24
7521161,143336,糖醋里脊,300g,47.94,5,239.7,2024/7/17 21:52,三线,支付宝,会员折扣,5,234.7,5468,39,1,45-54
5580557,863577,麻婆豆腐,800g,27.01,1,27.01,2024/8/3 0:12,三线,支付宝,无,0,27.01,23,31,1,45-54
8392210,189676,糖醋里脊,1000g,20.75,7,145.25,2024/6/28 12:29,三线,银行卡,满减,3,142.25,9802,15,0,25-34
1441459,844542,宫保鸡丁,300g,31.67,9,285.03,2024/3/3 17:29,三线,支付宝,无,0,285.03,20,48,0,45-54
3355177,683283,凉拌黄瓜,400g,35.34,2,70.68,2024/11/19 20:23,新一线,云闪付,会员折扣,24,46.68,12,33,0,45-54
7257526,361467,糖醋里脊,800g,20.96,9,188.64,2024/2/16 1:13,三线,支付宝,无,0,188.64,3727,38,1,25-34
2176558,462902,螺蛳粉,200g,32.17,5,160.85,2024/4/26 1:00,一线,云闪付,平台券,21,139.85,72,36,0,18-24
8468750,893622,糖醋里脊,200g,36.06,4,144.24,2024/10/20 6:45,二线,支付宝,秒杀,2,142.24,6017,43,1,45-54
3817825,989867,麻婆豆腐,400g,11.88,1,11.88,2024/6/27 8:09,三线,支付宝,无,0,11.88,61,47,1,18-24
2664091,511301,糖醋里脊,400g,13.31,4,53.24,2024/11/17 23:38,一线,微信,会员折扣,1,52.24,1022,46,1,18-24
1441459,844542,宫保鸡丁,300g,24.23,7,169.61,2024/3/3 17:29,一线,支付宝,满减,8,161.61,20,48,1,55+
2472899,860150,麻婆豆腐,300g,47.47,1,47.47,2024/10/22 1:50,三线,微信,会员折扣,9,38.47,8987,30,0,25-34
4957142,386274,番茄炒蛋,500g,33.8,1,33.8,2024/2/11 23:27,新一线,支付宝,平台券,6,27.8,3392,43,1,25-34
2708383,842464,糖醋里脊,500g,33.87,0,0,2024/3/7 12:05,新一线,银行卡,店铺券,0,0,7985,39,0,18-24
3997493,700797,麻婆豆腐,200g,42.76,4,171.04,2024/7/21 5:08,一线,银行卡,平台券,17,154.04,8583,37,1,18-24
7756429,148875,麻婆豆腐,500g,20.89,9,188.01,2024/7/5 18:26,新一线,支付宝,满减,4,184.01,6295,49,1,18-24
2708383,842464,糖醋里脊,500g,33.61,3,100.83,2024/3/7 12:05,二线,银行卡,会员折扣,3,97.83,7985,39,0,45-54
4267157,915116,糖醋里脊,1000g,24.44,8,195.52,2024/2/17 16:16,三线,微信,无,0,195.52,72,48,1,55+
8468750,893622,糖醋里脊,200g,48.01,7,336.07,2024/10/20 6:45,新一线,支付宝,满减,2,334.07,6017,43,0,18-24
3101763,112860,凉拌黄瓜,200g,27.84,7,194.88,2024/2/19 10:33,三线,微信,无,0,194.88,5738,34,0,55+
9800021,771824,宫保鸡丁,1000g,43.97,8,351.76,2024/7/30 15:50,新一线,云闪付,满减,15,336.76,8261,33,0,25-34
6333549,653221,番茄炒蛋,800g,47.76,4,191.04,2024/4/29 15:28,二线,云闪付,秒杀,18,173.04,5231,47,1,45-54
3241204,159986,凉拌黄瓜,300g,11.58,7,81.06,2024/8/22 21:41,新一线,银行卡,无,0,81.06,30,10,0,45-54
7658804,221911,清蒸鲈鱼,800g,47.01,2,94.02,2024/1/30 11:57,二线,支付宝,会员折扣,87,7.02,37,38,1,25-34
8395139,389597,清蒸鲈鱼,400g,11.36,5,56.8,2024/8/6 19:38,新一线,支付宝,无,0,56.8,8057,48,1,35-44
2694568,724215,宫保鸡丁,200g,37.9,2,75.8,2024/8/16 18:47,一线,支付宝,会员折扣,5,70.8,1037,50,1,35-44
8719655,725205,凉拌黄瓜,400g,21.89,6,131.34,2024/10/20 19:45,三线,支付宝,无,0,131.34,1982,31,0,55+
6068909,687574,螺蛳粉,800g,46.98,2,93.96,2024/10/24 8:46,新一线,支付宝,会员折扣,26,67.96,4032,41,1,18-24
5983639,870936,番茄炒蛋,200g,33.85,5,169.25,2024/4/26 11:13,新一线,银行卡,无,0,169.25,2115,33,1,25-34
8719655,725205,凉拌黄瓜,400g,38.99,0,0,2024/10/20 19:45,二线,支付宝,无,0,0,1982,31,0,25-34
7658804,221911,清蒸鲈鱼,800g,34.63,0,0,2024/1/30 11:57,新一线,支付宝,满减,0,0,37,38,1,25-34
7658804,221911,清蒸鲈鱼,800g,44.99,3,134.97,2024/1/30 11:57,新一线,支付宝,无,0,134.97,37,38,1,25-34
1484497,633000,麻婆豆腐,600g,47.56,7,332.92,2024/3/3 15:48,新一线,余额,平台券,56,276.92,22,32,1,25-34
2732469,866284,凉拌黄瓜,500g,41.95,4,167.8,2024/11/26 21:50,一线,微信,会员折扣,7,160.8,8090,43,1,18-24
6763346,340011,宫保鸡丁,200g,49.92,3,149.76,2024/11/22 9:24,新一线,银行卡,无,0,149.76,1437,50,1,35-44
7781688,622512,凉拌黄瓜,600g,24.03,1,24.03,2024/1/19 6:00,二线,云闪付,会员折扣,5,19.03,6757,36,1,25-34
2796686,122117,蒜蓉西兰花,200g,29.2,2,58.4,2024/11/25 23:02,三线,支付宝,无,0,58.4,5606,30,0,45-54
8802113,330702,鱼香肉丝,1000g,44.95,3,134.85,2024/7/31 19:37,新一线,微信,无,0,134.85,9869,30,1,25-34
6721896,463506,回锅肉,500g,49.36,9,444.24,2024/1/24 23:41,二线,支付宝,店铺券,3,441.24,3060,43,1,25-34
4546194,303697,宫保鸡丁,1000g,40.73,10,407.3,2024/9/3 19:39,新一线,微信,平台券,14,393.3,9000,31,1,55+
8395139,389597,清蒸鲈鱼,400g,24.18,7,169.26,2024/8/6 19:38,新一线,支付宝,满减,2,167.26,8057,48,1,45-54
2267391,356251,凉拌黄瓜,1000g,21.49,5,107.45,2024/6/21 9:59,三线,云闪付,满减,21,86.45,79,13,0,18-24
7642606,933110,螺蛳粉,500g,11.68,6,70.08,2024/4/7 3:46,一线,支付宝,秒杀,4,66.08,6,35,0,25-34
3945623,141878,糖醋里脊,1000g,25.37,7,177.59,2024/11/12 22:49,二线,支付宝,秒杀,4,173.59,2249,43,1,45-54
4546194,303697,宫保鸡丁,1000g,41.45,7,290.15,2024/9/3 19:39,一线,微信,无,0,290.15,9000,31,1,18-24
6068909,687574,螺蛳粉,800g,26.7,3,80.1,2024/10/24 8:46,三线,支付宝,店铺券,6,74.1,4032,41,1,18-24
8802113,330702,鱼香肉丝,1000g,19.27,0,0,2024/7/31 19:37,新一线,微信,无,0,0,9869,30,1,18-24
2422287,406844,蒜蓉西兰花,200g,47.71,9,429.39,2024/10/6 18:40,新一线,云闪付,秒杀,27,402.39,5962,34,0,45-54
6763346,340011,宫保鸡丁,200g,17.06,8,136.48,2024/11/22 9:24,二线,银行卡,满减,1,135.48,1437,50,0,35-44
3945623,141878,糖醋里脊,1000g,12.31,4,49.24,2024/11/12 22:49,二线,支付宝,秒杀,1,48.24,2249,43,1,18-24
2194394,528825,麻婆豆腐,200g,16.96,6,101.76,2024/12/26 8:12,三线,云闪付,平台券,1,100.76,2772,39,0,25-34
4546194,303697,宫保鸡丁,1000g,40.33,0,0,2024/9/3 19:39,一线,微信,无,0,0,9000,31,1,45-54
6138191,378149,回锅肉,300g,31.48,8,251.84,2024/4/6 17:20,新一线,云闪付,会员折扣,5,246.84,4789,34,1,18-24
1484012,504180,蒜蓉西兰花,500g,33.2,8,265.6,2024/8/30 6:01,新一线,支付宝,会员折扣,17,248.6,1547,39,1,25-34
2732469,866284,凉拌黄瓜,500g,13.66,9,122.94,2024/11/26 21:50,一线,微信,店铺券,3,119.94,8090,43,1,18-24
6333549,653221,番茄炒蛋,800g,20.62,8,164.96,2024/4/29 15:28,一线,云闪付,会员折扣,6,158.96,5231,47,1,18-24
8719655,725205,凉拌黄瓜,400g,15.18,4,60.72,2024/10/20 19:45,三线,支付宝,满减,1,59.72,1982,31,0,45-54
9390446,237962,凉拌黄瓜,200g,45.55,9,409.95,2024/6/6 11:49,一线,余额,无,0,409.95,5853,30,1,18-24
7642606,933110,螺蛳粉,500g,32.03,9,288.27,2024/4/7 3:46,新一线,支付宝,无,0,288.27,6,35,0,25-34
7781688,622512,凉拌黄瓜,600g,26.34,5,131.7,2024/1/19 6:00,三线,云闪付,满减,6,125.7,6757,36,1,25-34
5428063,945416,番茄炒蛋,800g,13.24,1,13.24,2024/3/18 17:20,三线,云闪付,会员折扣,3,10.24,6843,32,0,55+
8719655,725205,凉拌黄瓜,400g,37.33,0,0,2024/10/20 19:45,三线,支付宝,满减,0,0,1982,31,0,45-54
7642606,933110,螺蛳粉,500g,13.05,10,130.5,2024/4/7 3:46,一线,支付宝,秒杀,2,128.5,6,35,0,45-54
2556959,913409,回锅肉,1000g,33.7,5,168.5,2024/11/9 9:03,新一线,云闪付,无,0,168.5,4016,45,1,55+
5196965,644802,回锅肉,800g,42.99,7,300.93,2024/9/1 9:38,一线,银行卡,会员折扣,20,280.93,1235,37,0,25-34
2732469,866284,凉拌黄瓜,500g,45.15,4,180.6,2024/11/26 21:50,二线,微信,会员折扣,6,174.6,8090,43,1,25-34
2694568,724215,宫保鸡丁,200g,44.02,0,0,2024/8/16 18:47,新一线,支付宝,无,0,0,1037,50,1,25-34
8395139,389597,清蒸鲈鱼,400g,43.48,9,391.32,2024/8/6 19:38,二线,支付宝,平台券,5,386.32,8057,48,1,25-34
3351509,288913,宫保鸡丁,300g,37.9,1,37.9,2024/1/16 13:22,新一线,余额,无,0,37.9,64,43,1,25-34
7658804,221911,清蒸鲈鱼,800g,37.21,4,148.84,2024/1/30 11:57,三线,支付宝,无,0,148.84,37,38,1,45-54
1323681,153464,蒜蓉西兰花,300g,40.11,6,240.66,2024/1/1 17:12,三线,微信,会员折扣,5,235.66,3990,35,0,18-24
8719655,725205,凉拌黄瓜,400g,16.34,0,0,2024/10/20 19:45,新一线,支付宝,会员折扣,0,0,1982,31,0,18-24
1577578,836209,清蒸鲈鱼,500g,15.15,5,75.75,2024/9/20 0:08,新一线,银行卡,会员折扣,8,67.75,25,43,1,18-24
3599854,502768,回锅肉,800g,39.74,7,278.18,2024/12/25 13:30,新一线,云闪付,满减,18,260.18,4543,17,0,25-34
5604591,704665,蒜蓉西兰花,600g,42.72,6,256.32,2024/7/11 11:05,一线,银行卡,会员折扣,5,251.32,9441,22,0,25-34
2556959,913409,回锅肉,1000g,43.29,0,0,2024/11/9 9:03,二线,云闪付,无,0,0,4016,45,1,35-44
6557360,632060,番茄炒蛋,600g,20.39,7,142.73,2024/6/19 1:54,三线,余额,秒杀,3,139.73,5119,33,1,18-24
6557360,632060,番茄炒蛋,600g,31.6,1,31.6,2024/6/19 1:54,二线,余额,无,0,31.6,5119,33,0,18-24
9139724,341245,番茄炒蛋,800g,40.44,1,40.44,2024/11/30 5:28,二线,银行卡,店铺券,40,0.44,84,38,0,45-54
9904982,467947,糖醋里脊,800g,31.65,1,31.65,2024/11/16 7:44,新一线,微信,无,0,31.65,4608,31,0,35-44
2500529,693546,宫保鸡丁,600g,47.28,5,236.4,2024/4/19 4:39,一线,云闪付,秒杀,17,219.4,6375,37,1,45-54
2500529,693546,宫保鸡丁,600g,33.29,9,299.61,2024/4/19 4:39,新一线,云闪付,秒杀,3,296.61,6375,37,0,18-24
9139724,341245,番茄炒蛋,800g,48.76,6,292.56,2024/11/30 5:28,一线,银行卡,满减,29,263.56,84,38,0,45-54
5718806,770377,鱼香肉丝,800g,15.2,6,91.2,2024/9/22 0:36,二线,云闪付,满减,3,88.2,2590,41,0,25-34
6479808,529467,蒜蓉西兰花,400g,29.55,2,59.1,2024/3/19 3:27,新一线,微信,店铺券,48,11.1,36,49,1,25-34
9572031,591402,凉拌黄瓜,1000g,40.82,7,285.74,2024/11/8 10:22,二线,云闪付,满减,22,263.74,7642,31,1,25-34
9904982,467947,糖醋里脊,800g,36.18,7,253.26,2024/11/16 7:44,二线,微信,满减,3,250.26,4608,31,0,35-44
8315588,628971,宫保鸡丁,800g,47.74,4,190.96,2024/1/9 18:16,二线,云闪付,会员折扣,61,129.96,80,42,0,18-24
1630096,883383,凉拌黄瓜,400g,45.76,6,274.56,2024/7/30 6:42,新一线,微信,无,0,274.56,3938,37,1,18-24
1458076,916710,螺蛳粉,300g,19.2,0,0,2024/9/14 3:18,三线,余额,会员折扣,0,0,2935,48,1,18-24
1927922,440304,番茄炒蛋,800g,36.07,2,72.14,2024/5/8 3:31,三线,支付宝,满减,4,68.14,4971,38,0,25-34
1916423,897518,糖醋里脊,400g,41.06,3,123.18,2024/11/30 9:23,新一线,支付宝,无,0,123.18,6714,46,1,35-44
6711586,842885,糖醋里脊,800g,40.84,10,408.4,2024/1/20 9:02,新一线,支付宝,无,0,408.4,5163,50,1,25-34
6188239,760984,螺蛳粉,800g,34.67,4,138.68,2024/5/10 21:06,新一线,余额,平台券,6,132.68,4716,39,1,45-54
8675755,928744,糖醋里脊,300g,18.02,3,54.06,2024/7/23 16:36,三线,支付宝,秒杀,0,54.06,3290,32,0,18-24
8675755,928744,糖醋里脊,300g,29.66,9,266.94,2024/7/23 16:36,一线,支付宝,满减,7,259.94,3290,32,0,25-34
4101152,923539,鱼香肉丝,1000g,33.28,7,232.96,2024/10/19 9:24,一线,余额,店铺券,4,228.96,3942,32,1,18-24
8675755,928744,糖醋里脊,300g,22.41,7,156.87,2024/7/23 16:36,三线,支付宝,会员折扣,8,148.87,3290,32,1,25-34
1231427,300877,麻婆豆腐,1000g,10.39,4,41.56,2024/5/25 11:26,一线,支付宝,满减,0,41.56,7,34,0,25-34
1231427,300877,麻婆豆腐,1000g,23.06,10,230.6,2024/5/25 11:26,二线,支付宝,无,0,230.6,7,34,1,45-54
6188239,760984,螺蛳粉,800g,13.51,1,13.51,2024/5/10 21:06,一线,余额,店铺券,3,10.51,4716,39,1,18-24
1231427,300877,麻婆豆腐,1000g,25.88,8,207.04,2024/5/25 11:26,新一线,支付宝,秒杀,30,177.04,7,34,1,25-34
5165072,129317,螺蛳粉,400g,45.79,6,274.74,2024/1/20 4:13,一线,云闪付,满减,5,269.74,6743,45,1,18-24
9142442,279215,螺蛳粉,400g,42.69,0,0,2024/7/3 16:58,二线,云闪付,会员折扣,0,0,51,33,0,45-54
1302251,200401,番茄炒蛋,300g,28.09,9,252.81,2024/10/23 7:10,三线,云闪付,满减,11,241.81,2885,40,1,45-54
6775390,493808,回锅肉,1000g,13.27,5,66.35,2024/4/20 14:27,三线,银行卡,满减,3,63.35,3945,32,0,18-24
9202929,965749,番茄炒蛋,400g,12.41,10,124.1,2024/3/17 2:25,一线,支付宝,满减,2,122.1,2561,38,0,25-34
4791073,935046,回锅肉,500g,18.77,3,56.31,2024/3/25 3:31,新一线,余额,秒杀,0,56.31,5475,30,1,18-24
9202929,965749,番茄炒蛋,400g,11.23,7,78.61,2024/3/17 2:25,三线,支付宝,无,0,78.61,2561,38,1,45-54
9202929,965749,番茄炒蛋,400g,20.31,5,101.55,2024/3/17 2:25,新一线,支付宝,平台券,2,99.55,2561,38,0,18-24
5308450,323713,鱼香肉丝,1000g,11.6,2,23.2,2024/4/15 16:08,新一线,云闪付,满减,2,21.2,7792,48,0,35-44
9149380,142544,糖醋里脊,1000g,33.15,10,331.5,2024/7/6 11:48,新一线,余额,平台券,0,331.5,1789,41,1,25-34
1065809,826874,螺蛳粉,1000g,46.49,8,371.92,2024/10/4 2:59,新一线,支付宝,满减,72,299.92,90,35,0,18-24
6975283,769751,凉拌黄瓜,1000g,38.63,10,386.3,2024/6/13 22:32,一线,余额,秒杀,3,383.3,2680,37,1,25-34
1739382,870125,麻婆豆腐,400g,48.86,6,293.16,2024/3/29 18:26,一线,银行卡,平台券,18,275.16,7548,38,0,35-44
7208151,686493,清蒸鲈鱼,400g,20.33,0,0,2024/8/24 22:40,二线,支付宝,满减,0,0,1872,32,1,18-24
2449298,876014,糖醋里脊,1000g,48.79,7,341.53,2024/7/22 5:36,一线,余额,会员折扣,19,322.53,8170,48,1,45-54
7208151,686493,清蒸鲈鱼,400g,12.94,4,51.76,2024/8/24 22:40,一线,支付宝,无,0,51.76,1872,32,1,18-24
7208151,686493,清蒸鲈鱼,400g,16.68,8,133.44,2024/8/24 22:40,一线,支付宝,无,0,133.44,1872,32,0,45-54
5359051,571190,回锅肉,1000g,33.41,6,200.46,2024/9/12 22:37,新一线,支付宝,无,0,200.46,1501,41,1,25-34
5359051,571190,回锅肉,1000g,11.57,8,92.56,2024/9/12 22:37,二线,支付宝,会员折扣,6,86.56,1501,41,1,18-24
5359051,571190,回锅肉,1000g,28.09,7,196.63,2024/9/12 22:37,三线,支付宝,会员折扣,13,183.63,1501,41,1,18-24
9202929,965749,番茄炒蛋,400g,29.55,2,59.1,2024/3/17 2:25,新一线,支付宝,会员折扣,6,53.1,2561,38,1,45-54
9904982,467947,糖醋里脊,800g,18.07,9,162.63,2024/11/16 7:44,新一线,微信,会员折扣,3,159.63,4608,31,0,18-24
6975283,769751,凉拌黄瓜,1000g,36.94,6,221.64,2024/6/13 22:32,三线,余额,平台券,6,215.64,2680,37,1,18-24
5308450,323713,鱼香肉丝,1000g,47.78,0,0,2024/4/15 16:08,三线,云闪付,秒杀,0,0,7792,48,0,25-34
9142442,279215,螺蛳粉,400g,32.82,9,295.38,2024/7/3 16:58,一线,云闪付,满减,24,271.38,51,33,0,45-54
9139724,341245,番茄炒蛋,800g,14.26,0,0,2024/11/30 5:28,新一线,银行卡,平台券,0,0,84,38,0,45-54
1630096,883383,凉拌黄瓜,400g,49.98,8,399.84,2024/7/30 6:42,三线,微信,无,0,399.84,3938,37,1,45-54
6711586,842885,糖醋里脊,800g,36.7,7,256.9,2024/1/20 9:02,二线,支付宝,平台券,4,252.9,5163,50,1,18-24
5066026,983171,麻婆豆腐,1000g,37.82,3,113.46,2024/5/9 23:13,新一线,支付宝,无,0,113.46,6799,39,0,55+
9739171,311742,螺蛳粉,500g,23.65,10,236.5,2024/9/15 15:09,三线,支付宝,满减,2,234.5,4528,50,1,25-34
4823643,900618,凉拌黄瓜,500g,10.73,9,96.57,2024/6/24 13:13,二线,银行卡,店铺券,1,95.57,5955,31,0,35-44
9721678,506868,回锅肉,400g,17.83,8,142.64,2024/10/22 19:55,一线,云闪付,无,0,142.64,9911,36,1,45-54
6529510,905861,鱼香肉丝,500g,47.08,5,235.4,2024/5/25 10:50,二线,支付宝,满减,16,219.4,6920,18,0,35-44
6638294,140735,宫保鸡丁,300g,29.43,0,0,2024/10/23 3:40,新一线,支付宝,满减,0,0,1260,32,1,18-24
4154619,369785,螺蛳粉,300g,38.65,2,77.3,2024/2/16 0:39,新一线,银行卡,满减,21,56.3,4530,37,0,25-34
8059859,943401,清蒸鲈鱼,300g,17.26,2,34.52,2024/10/23 12:59,三线,支付宝,无,0,34.52,2640,47,1,18-24
4122911,821445,宫保鸡丁,500g,11.74,7,82.18,2024/10/26 4:55,三线,云闪付,秒杀,3,79.18,5305,39,1,18-24
7710213,793131,清蒸鲈鱼,400g,45.37,8,362.96,2024/10/21 23:28,一线,支付宝,秒杀,6,356.96,2800,39,0,25-34
9739171,311742,螺蛳粉,500g,19.12,1,19.12,2024/9/15 15:09,三线,支付宝,满减,2,17.12,4528,50,1,18-24
6529510,905861,鱼香肉丝,500g,41.22,1,41.22,2024/5/25 10:50,新一线,支付宝,无,0,41.22,6920,18,0,18-24
9288470,649968,回锅肉,600g,26.95,7,188.65,2024/10/21 0:52,一线,银行卡,店铺券,3,185.65,1402,30,1,25-34
1281634,499127,鱼香肉丝,300g,16.72,4,66.88,2024/2/7 14:14,新一线,余额,会员折扣,4,62.88,9918,31,1,25-34
2300660,532005,番茄炒蛋,400g,45.77,5,228.85,2024/10/23 15:41,三线,银行卡,无,0,228.85,3706,40,1,18-24
7624132,167794,清蒸鲈鱼,1000g,19.07,10,190.7,2024/9/13 4:48,新一线,支付宝,秒杀,4,186.7,4646,14,0,45-54
7624132,167794,清蒸鲈鱼,1000g,12.78,8,102.24,2024/9/13 4:48,一线,支付宝,会员折扣,1,101.24,4646,14,1,45-54
4331404,849244,清蒸鲈鱼,600g,31.32,1,31.32,2024/4/30 5:15,三线,银行卡,满减,4,27.32,3214,30,1,35-44
1367106,162517,鱼香肉丝,200g,23.32,1,23.32,2024/3/19 20:40,新一线,微信,秒杀,1,22.32,72,32,0,18-24
3422134,317470,宫保鸡丁,200g,36.78,6,220.68,2024/4/24 9:06,新一线,支付宝,会员折扣,17,203.68,3673,43,1,25-34
3422134,317470,宫保鸡丁,200g,49.77,1,49.77,2024/4/24 9:06,新一线,支付宝,无,0,49.77,3673,43,1,45-54
5743390,502150,番茄炒蛋,400g,36.47,10,364.7,2024/9/28 21:20,一线,银行卡,会员折扣,1,363.7,2982,30,1,25-34
7834341,661024,鱼香肉丝,800g,18.04,2,36.08,2024/1/4 15:23,一线,银行卡,无,0,36.08,60,32,0,18-24
2877035,774453,宫保鸡丁,800g,28.01,8,224.08,2024/12/26 23:56,一线,余额,秒杀,2,222.08,2333,36,0,18-24
7834341,661024,鱼香肉丝,800g,19.39,3,58.17,2024/1/4 15:23,二线,银行卡,无,0,58.17,60,32,1,18-24
9874539,158594,回锅肉,600g,25.97,1,25.97,2024/10/14 1:28,新一线,微信,满减,10,15.97,9241,47,1,45-54
2195472,456098,蒜蓉西兰花,500g,49.7,10,497,2024/9/6 4:59,一线,银行卡,店铺券,14,483,6507,31,1,18-24
4743796,280399,宫保鸡丁,200g,31.6,5,158,2024/6/25 8:01,新一线,云闪付,无,0,158,14,42,0,18-24
7541583,843324,麻婆豆腐,500g,43.04,7,301.28,2024/11/9 19:03,新一线,云闪付,会员折扣,24,277.28,42,35,0,25-34
4743796,280399,宫保鸡丁,200g,41.28,10,412.8,2024/6/25 8:01,二线,云闪付,满减,1,411.8,14,42,1,25-34
7834341,661024,鱼香肉丝,800g,11.45,1,11.45,2024/1/4 15:23,一线,银行卡,会员折扣,7,4.45,60,32,0,25-34
9276636,263575,凉拌黄瓜,200g,47.48,6,284.88,2024/1/22 3:38,一线,支付宝,满减,17,267.88,2633,20,1,18-24
2116138,571795,清蒸鲈鱼,400g,32.15,10,321.5,2024/4/23 15:35,一线,银行卡,满减,61,260.5,20,46,1,25-34
2116138,571795,清蒸鲈鱼,400g,25.88,5,129.4,2024/4/23 15:35,三线,银行卡,店铺券,19,110.4,20,46,1,45-54
9907254,954155,回锅肉,1000g,46.78,6,280.68,2024/2/9 15:42,一线,余额,满减,6,274.68,6916,43,1,25-34
7834341,661024,鱼香肉丝,800g,14.65,2,29.3,2024/1/4 15:23,二线,银行卡,会员折扣,18,11.3,60,32,0,35-44
9742411,937477,糖醋里脊,800g,42.7,8,341.6,2024/10/10 13:10,三线,微信,会员折扣,0,341.6,6237,40,1,18-24
4103305,400374,宫保鸡丁,1000g,44.72,10,447.2,2024/5/26 14:12,一线,支付宝,平台券,15,432.2,27,30,1,45-54
5678004,697211,鱼香肉丝,800g,41.6,1,41.6,2024/7/28 5:46,新一线,微信,店铺券,2,39.6,87,40,1,45-54
2634226,976013,蒜蓉西兰花,400g,23.84,0,0,2024/7/27 21:25,三线,余额,平台券,0,0,77,45,1,45-54
4103305,400374,宫保鸡丁,1000g,25.95,0,0,2024/5/26 14:12,新一线,支付宝,会员折扣,0,0,27,30,0,18-24
2634226,976013,蒜蓉西兰花,400g,12.73,1,12.73,2024/7/27 21:25,新一线,余额,满减,7,5.73,77,45,1,25-34
9768747,730371,鱼香肉丝,400g,48.52,8,388.16,2024/7/14 8:20,新一线,支付宝,店铺券,9,379.16,9724,41,1,55+
9533759,823528,糖醋里脊,1000g,31.98,7,223.86,2024/8/1 8:10,新一线,余额,店铺券,1,222.86,1379,38,0,35-44
6588000,726466,凉拌黄瓜,1000g,48.63,1,48.63,2024/9/19 15:54,新一线,微信,秒杀,3,45.63,7981,31,0,18-24
